,merchant_name,broken_link_score,link_contact_us_exist,cu_email_exist,cu_phone_number_exist,link_about_us_exist,link_tnc_exist,tnc_refund_policy_exist,contact_us_score,tnc_score,links_response,website,fraud_score,label
10,SisilShop,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,SisilShop.com,1.0,REJECTED
11,GammaMedia,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,http://gammamedia.co.id,1.0,REJECTED
12,ShinhwaGlobalSakuraBear,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,http://www.shinhwaglobalsakurabearinternational.co.id,1.0,REJECTED
13,Gitra,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,No hyperlinks gathered,s.id/StartFromTheBottom,1.0,REJECTED
14,Putrimitsubishi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Www.mitsubishiputribali.com,1.0,REJECTED
15,TokoReza999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,www.sdntamunti.com,1.0,REJECTED
16,wiraswasta,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,www.aikagames.com,1.0,REJECTED
17,BarokahLumintu,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Www.Klink.com,1.0,REJECTED
18,MerahHitam,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Merahhitam.com,1.0,REJECTED
19,Sellygroup,20.0,0.0,0.0,1.0,0.0,0.0,0.0,33.33333333333333,0.0,"{'': 'No Response/Timeout', 'https://office.sellygroup.com/login': '<Response [200]>', 'https://office.sellygroup.com/register': '<Response [200]>', 'https://sellygroup.com/index.html': '<Response [200]>', 'https://sellygroup.com/': '<Response [200]>'}",https://sellygroup.com,0.0,REJECTED
20,LifePalTechnologiesPte.Ltd.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,66.66666666666666,100.0,"{'https://lifepal.co.id/asuransi/bri-life/': '<Response [200]>', 'https://lifepal.co.id/media/category/perencanaan/investasi/': '<Response [200]>', 'https://lifepal.co.id/asuransi/kesehatan/': '<Response [200]>', 'https://lifepal.co.id/asuransi/generali/': '<Response [200]>', 'https://lifepal.co.id/asuransi/gigi/': '<Response [200]>', 'https://lifepal.co.id/media/category/anggaran/': '<Response [200]>', 'https://lifepal.co.id/media/category/penghasilan/kerja-sampingan/': '<Response [200]>', 'https://lifepal.co.id/asuransi/ciputra-life/': '<Response [200]>', 'https://lifepal.co.id/media/category/penghasilan/bisnis/': '<Response [200]>', 'https://lifepal.co.id/asuransi/kesehatan-keluarga/': '<Response [200]>'}",https://lifepal.co.id,0.0,APPROVED
21,DigitalServiceTestingMerchant,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.doku.com/index.php': '<Response [200]>', 'https://merchant.doku.com/acc/register': '<Response [200]>', 'https://www.doku.com/about-us': '<Response [200]>', 'https://www.doku.com/pricing': '<Response [200]>', 'https://www.doku.com/faq': '<Response [200]>', 'https://www.doku.com/starting-with-trust': '<Response [200]>', 'https://www.doku.com/privacy-policy': '<Response [200]>', 'https://www.doku.com/terms-conditions': '<Response [200]>', 'https://doku.promo/': '<Response [200]>', 'https://www.doku.com/': '<Response [200]>'}",www.doku.com,0.0,APPROVED
22,AOGIN,0.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,50.0,"{'http://aoginbali2020.com/index.php?page=page&pg=kontak': '<Response [200]>', 'http://aoginbali2020.com/index.php?page=page&pg=workshop': '<Response [200]>', 'http://aoginbali2020.com/registrasi/?page=abstract': '<Response [200]>', 'http://aoginbali2020.com/index.php?page=page&pg=idtour': '<Response [200]>', 'http://aoginbali2020.com/index.php?page=page&pg=panitia': '<Response [200]>', 'https://api.whatsapp.com/send?phone=+6281282868612': '<Response [200]>', 'http://aoginbali2020.com/index.php?page=page&pg=1dtour': '<Response [200]>', 'https://graygrids.com/': '<Response [200]>', 'https://api.whatsapp.com/send?phone=+6281282868612&text=': '<Response [200]>', 'http://aoginbali2020.com/registrasi/': '<Response [200]>'}",aoginbali2020.com,0.0,APPROVED
23,Zervinco,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://www.zervinco.com/parfum/240-christian-dior-jadore-for-women-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/christian-dior/1100-christian-dior-miss-dior-blooming-bouquet-for-women-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/armaf/2537-armaf-tres-nuit-for-men-edt-100ml-super-creed-green-irish-tweet-killer.html': '<Response [200]>', 'https://www.zervinco.com/parfum/162-carolina-herrera-212-for-women-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/christian-dior/3126-dior-sauvage-eau-de-parfum-for-men-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/bvlgari/126-bvlgari-pour-femme-for-women-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/bvlgari/4020-408-decant-bvlgari-man-extreme-for-men-edt-10ml.html#/14-color-black': '<Response [200]>', 'https://www.zervinco.com/bvlgari/606-bvlgari-man-in-black-for-men-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/christian-dior/1538-christian-dior-homme-for-men-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/dolce-gabbana/264-dolce-gabbana-the-one-l-eau-for-women-edt-75ml.html': '<Response [200]>'}",https://www.zervinco.com,0.0,APPROVED
24,Zervinco,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://www.zervinco.com/dolce-gabbana/257-dolce-gabbana-light-blue-for-women-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/versace/2029-versace-pour-homme-dylan-blue-for-men-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/christian-dior/2987-christian-dior-blooming-bouquet-for-women-edt-150ml.html': '<Response [200]>', 'https://www.zervinco.com/dolce-gabbana/3185-dolce-gabbana-light-blue-italian-zest-for-men-edt-125ml.html': '<Response [200]>', 'https://www.zervinco.com/azzaro/4180-azzaro-wanted-by-night-for-men-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/bvlgari/4020-408-decant-bvlgari-man-extreme-for-men-edt-10ml.html#/14-color-black': '<Response [200]>', 'https://www.zervinco.com/yves-saint-laurent/4167-yves-saint-laurent-y-for-men-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/bvlgari/120-parfum-bvlgari-man-extreme-edt-100ml.html': '<Response [200]>', 'https://www.zervinco.com/dolce-gabbana/1550-dolce-gabbana-the-one-eau-de-parfum-for-men-edp-100ml.html': '<Response [200]>', 'https://www.zervinco.com/bvlgari/126-bvlgari-pour-femme-for-women-edp-100ml.html': '<Response [200]>'}",www.zervinco.com,0.0,APPROVED
25,ProjectX,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,No hyperlinks gathered,projectx.id,1.0,APPROVED
26,IniAku,25.0,0.0,1.0,1.0,0.0,0.0,0.0,66.66666666666666,0.0,"{'': 'No Response/Timeout', 'https://iniaku.online/register': '<Response [200]>', 'https://iniaku.online/assets/JobFastFact/SAMPLE%20REPORT.pdf': '<Response [200]>', 'https://iniaku.online/login': '<Response [200]>'}",https://iniaku.online/,0.0,APPROVED
27,bramblefurniture,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.bramblefurniture.com/p/cabinets-sideboards/21627-cape-cod-kitchen-cupboard-w-drawers': '<Response [200]>', 'https://www.bramblefurniture.com/catalogs': '<Response [200]>', 'https://www.bramblefurniture.com/c/bath': '<Response [200]>', 'https://www.bramblefurniture.com/customer/account/create': '<Response [200]>', 'https://www.bramblefurniture.com/checkout/cart': '<Response [200]>', 'https://www.bramblefurniture.com/c/seating/benches': '<Response [200]>', 'https://www.bramblefurniture.com/p/tables/26770-chinois-coffee-table': '<Response [200]>', 'https://www.bramblefurniture.com/c/tables/desks-secretaries': '<Response [200]>', 'https://www.bramblefurniture.com/c/seating/stools': '<Response [200]>', 'https://www.bramblefurniture.com/journal/rumah-baru-irfan-dan-jennifer-bachdim/': '<Response [200]>'}",https://www.bramblefurniture.com/,0.0,APPROVED
28,PAGi,100.0,0.0,0.0,1.0,0.0,0.0,1.0,33.33333333333333,50.0,No hyperlinks gathered,www.pagi.lol,0.0,APPROVED
29,Netviro,12.5,1.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333,100.0,"{'': 'No Response/Timeout', 'https://run.ngehe.com/event/1-mahe-run-2020/family-4-orang-qksevbvskk/team/': '<Response [200]>', 'https://run.ngehe.com/home/': '<Response [200]>', 'https://run.ngehe.com/terms-conditions': '<Response [200]>', 'https://run.ngehe.com/event/1-mahe-run-2020/individu-9pwtjyqyrb/single-voucher/': '<Response [200]>', 'https://run.ngehe.com/event/1-mahe-run-2020/individu-9pwtjyqyrb/single/': '<Response [200]>', 'https://run.ngehe.com/contact-us': '<Response [200]>'}",https://run.ngehe.com/,0.0,APPROVED
30,icreate.id,0.0,0.0,1.0,1.0,0.0,1.0,1.0,66.66666666666666,100.0,"{'https://www.icreate.id/dining-room/buffet-storage/rakmakan.aspx?hal=1&sort=0': '<Response [200]>', 'https://www.icreate.id/return-policy.aspx': '<Response [200]>', 'https://www.icreate.id/promo/promo.aspx?cat=5&hal=1&sort=0&promoid=2': '<Response [200]>', 'https://www.icreate.id/cart.aspx': '<Response [200]>', 'https://www.icreate.id/wall-decoration/clock/clock.aspx?hal=1&sort=0': '<Response [200]>', 'https://www.icreate.id/dining-room/dining-table/diningtable.aspx?hal=1&sort=0': '<Response [200]>', 'https://www.icreate.id/kitchen-gadget/kitchen-gadget.aspx?hal=1&sort=0': '<Response [200]>', 'https://www.icreate.id/florist/artificial-flower/artificial-flower.aspx?hal=1&sort=0': '<Response [200]>', 'https://www.icreate.id/blog/8_kegiatan_di_kamar_yang_anti_boring_saat_hujan/': '<Response [200]>', 'https://www.icreate.id/dining-room/dining-chair/diningchair.aspx?hal=1&sort=0': '<Response [200]>'}",https://www.icreate.id/index.aspx,0.0,APPROVED
31,MALAMADREMOTORCYCLES,100.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://malamadremotorcycles.com/portfolio/mm43-kawasaki-dtracker-250cc/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm82/': '<Response [403]>', 'https://malamadremotorcycles.com/author/dirk/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm29/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm03/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm41-2/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm04/': '<Response [403]>', 'https://malamadremotorcycles.com/hopeless-situation/': '<Response [403]>', 'https://malamadremotorcycles.com/gallery/malamadre-motorcycles-store/': '<Response [403]>', 'https://malamadremotorcycles.com/portfolio/mm64-2/': '<Response [403]>'}",www.malamadremotorcycles.com,0.0,APPROVED
32,HuaningIndonesiaSukses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,https://www.jomooz.com,1.0,APPROVED
33,YulianaGoHerbalife,0.0,1.0,0.0,1.0,0.0,1.0,1.0,66.66666666666666,100.0,"{'https://yuliana.goherbalife.com/Account/ContactUs/Index/id-ID': '<Response [200]>', 'https://yuliana.goherbalife.com/Account/Register/Index/id-ID': '<Response [200]>', 'https://yuliana.goherbalife.com/Content/Article/id-ID/Categories/Nutrisi': '<Response [200]>', 'https://accounts.myherbalife.com?client_id=2&redirect_uri=http%3A%2F%2Fyuliana.goherbalife.com%2FAccount%2FAuthentication%2FLogin&response_type=code%20id_token&scope=openid%20gohl&response_mode=form_post&locale=id-ID&state=CfDJ8M2qQwHPZ0NKnafzyBRlk46sidrtlF7whyPsD-3PCZY5lyNb3Nkhm9gDzoIiND89-rqJ-5Qb4zNviyljBQow6yQeznK6iX7Cau9Bhf0EoPFpcBmRW9UIISsSGmWqO6OEQn1IHjgL_LGHaNgaco1Rmpv7B5ID7kYLe1OsfhIyysawcbnETXOz16ZEWUJOHVFjkTqA29t9-mdRsZHe-k8YLXrOsNmN2MgEtFpqV-TWy02TFfp21USmsWkCfUdNmnXnr0rH5LiZh3UQy1m2sY9Sg_kBTIlEyFI60yhtBfquHJuBdHULyeFY_TNUPRSKUlEahpDEKBAQ8oqx42J3hyTiqGLfp6XTz2GwvuvA4ecp64ra9QGL8qWHfdoQcDr2i-TcvQ&x-client-SKU=ID_NET&x-client-ver=2.1.4.0': '<Response [200]>', 'https://yuliana.goherbalife.com/Catalog/Home/Index/id-ID/': '<Response [200]>', 'https://yuliana.goherbalife.com/Catalog/Categories/ProductsList/id-ID/1790': '<Response [200]>', 'https://yuliana.goherbalife.com/Content/Article/id-ID/categories/Resep': '<Response [200]>', 'https://yuliana.goherbalife.com/wellness/Home/Index/id-ID/': '<Response [200]>', 'https://yuliana.goherbalife.com/Catalog/Categories/ProductsList/id-ID/1795': '<Response [200]>', 'https://yuliana.goherbalife.com/Content/Article/id-ID/content/Menggunakan-Boosts': '<Response [200]>'}",https://yuliana.goherbalife.com/,0.0,APPROVED
34,Adi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,Https://Facebook.com/andiktamvan,1.0,REJECTED
35,Pawsomeness&Co,10.0,1.0,0.0,0.0,0.0,1.0,1.0,33.33333333333333,100.0,"{'https://pawsomeness.co/collections/collar-and-harness': '<Response [200]>', 'https://pawsomeness.co/account/register': '<Response [200]>', '': 'No Response/Timeout', 'https://pawsomeness.co/search': '<Response [200]>', 'https://pawsomeness.co/products/pawsome-water-bottle-blue': '<Response [200]>', 'https://pawsomeness.co/policies/shipping-policy': '<Response [200]>', 'https://pawsomeness.co/account/login': '<Response [200]>', 'https://pawsomeness.co/pages/contact-us': '<Response [200]>', 'https://pawsomeness.co/products/pawsome-water-bottle-green': '<Response [200]>', 'https://pawsomeness.co/collections/pawshion-trend': '<Response [200]>'}",https://pawsomeness.co/,1.0,REJECTED
36,heywikwiks,100.0,1.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,No hyperlinks gathered,heywikwiks.com,0.0,REJECTED
37,KiddoszToys,100.0,0.0,0.0,1.0,0.0,0.0,1.0,33.33333333333333,50.0,No hyperlinks gathered,Kiddosz.com,0.0,REJECTED
38,Ratapay,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,"{'https://ratapay.co.id/': '<Response [200]>', 'https://www.syarimu.com/': '<Response [200]>', 'https://app.ratapay.co.id/auth/register': '<Response [200]>', '': 'No Response/Timeout', 'https://www.redicoaching.com/': '<Response [200]>', 'https://ratapay.co.id/plugin-integrasi/': '<Response [200]>', 'https://raptor.co.id/': '<Response [200]>', 'https://ratapay.co.id/terms/': '<Response [200]>', 'https://ratapay.co.id/#faq': '<Response [200]>', 'https://ratapay.co.id/privacy/': '<Response [200]>'}",https://ratapay.co.id,0.0,REJECTED
39,socks.international,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,www.socks.international,1.0,REJECTED
40,offgamershop,40.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,"{'': 'No Response/Timeout', 'https://www.offgamershop.com/': '<Response [200]>', 'https://www.offgamershop.com/pages/about-us': '<Response [404]>', 'https://www.offgamershop.com/cart': '<Response [200]>', 'https://www.offgamershop.com/blogs/news': '<Response [200]>', 'https://www.offgamershop.com/collections/all': '<Response [200]>', 'https://www.offgamershop.com/collections/fashion': '<Response [404]>', 'https://www.offgamershop.com/pages/contact': '<Response [404]>'}",https://www.offgamershop.com/,1.0,REJECTED
41,JSCFashions,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,"{'https://www.jscfashions.com/collections/womens-blouses': '<Response [200]>', 'https://www.jscfashions.com/collections/hijab-scarfs': '<Response [200]>', 'https://www.jscfashions.com/pages/terms-of-service': '<Response [200]>', 'https://www.jscfashions.com/search': '<Response [200]>', 'https://www.jscfashions.com/cart': '<Response [200]>', 'https://www.jscfashions.com/collections/abayas': '<Response [200]>', 'https://www.jscfashions.com/pages/privacy-policy': '<Response [200]>', 'https://www.jscfashions.com/': '<Response [200]>', '': 'No Response/Timeout', 'https://www.jscfashions.com/pages/about-us': '<Response [200]>'}",https://jscfashions.com,0.0,REJECTED
42,KRISHA,90.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,"{'http://business.coppellchamber.org/list/member/tmj-sleep-therapy-centre-7653': '<Response [200]>', 'https://www.tmjcentrent.com/blog/': '<Response [403]>', 'http://www.krish.comtel:19725383777': 'No Response/Timeout', 'https://www.tmjcentrent.com/pediatric-sleep-quiz/': '<Response [403]>', 'https://www.tmjcentrent.com/upcoming-events/': '<Response [403]>', 'https://www.tmjcentrent.com/tmd-headaches/': '<Response [403]>', 'https://www.tmjcentrent.com/new-patients/financial-information/': '<Response [403]>', 'https://www.tmjcentrent.com/new-patients/#PatientForms': '<Response [403]>', 'https://www.tmjcentrent.com/office-tour/': '<Response [403]>', 'https://www.tmjcentrent.com/sleep-disorders-snoring/': '<Response [403]>'}",www.krish.com,1.0,REJECTED
43,Bigfiveshop.com,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,"{'https://bigfiveshop.com/collections/silicone-molds-for-cake-maker': '<Response [200]>', 'https://bigfiveshop.com/collections/womens-hoodies-sweateshirts': '<Response [200]>', 'https://bigfiveshop.com/collections/mens-tote-bags': '<Response [200]>', 'https://bigfiveshop.com/es': '<Response [200]>', 'https://bigfiveshop.com/collections/nike-air-vapormax': '<Response [200]>', 'https://bigfiveshop.com/collections/nike-air-force-1': '<Response [200]>', 'https://bigfiveshop.com/collections/mens-accessories-jewellery': '<Response [200]>', 'https://bigfiveshop.com/collections/womens-shoes-flip-flop': '<Response [200]>', 'https://bigfiveshop.com/collections/kingston': '<Response [200]>', 'https://bigfiveshop.com/collections/womens-shorts': '<Response [200]>'}",http://bigfiveshop.com,0.0,REJECTED
44,abmedstore,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://abmedstore.com/product-category/beli-alat-kesehatan-pribadi/beli-nebulizer/': '<Response [200]>', 'https://abmedstore.com/confirm-payment/': '<Response [200]>', 'https://abmedstore.com/product-category/beli-alat-kesehatan-pribadi/': '<Response [200]>', 'https://abmedstore.com/product-category/beli-model-kerangka-manusia/': '<Response [200]>', 'https://abmedstore.com/career/': '<Response [200]>', 'https://abmedstore.com/product-ab-med-store/': '<Response [200]>', 'https://abmedstore.com/ketentuan-kebijakan-privasi/': '<Response [200]>', 'https://abmedstore.com/my-account/': '<Response [200]>', '': 'No Response/Timeout', 'https://abmedstore.com/terms-conditions-syarat-ketentuan/': '<Response [200]>'}",https://abmedstore.com/,0.0,APPROVED
45,CV.VineplusSolusindo,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'': 'No Response/Timeout', 'https://shop.vineplus.co.id/product/herbeauty-cream-whitening-series/': '<Response [200]>', 'https://shop.vineplus.co.id/product-category/makeup/': '<Response [200]>', 'https://shop.vineplus.co.id/product-category/perawatan-tubuh/': '<Response [200]>', 'https://shop.vineplus.co.id/?add-to-cart=472': '<Response [200]>', 'https://shop.vineplus.co.id/product/l-skincare-whitening-series/': '<Response [200]>', 'https://shop.vineplus.co.id/cart/': '<Response [200]>', 'https://shop.vineplus.co.id/newsletter/': '<Response [200]>', 'https://shop.vineplus.co.id/my-account/': '<Response [200]>', 'https://shop.vineplus.co.id/?add-to-cart=120': '<Response [200]>'}",https://shop.vineplus.co.id/,0.0,APPROVED
46,LUBRICANTS,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No hyperlinks gathered,http://payment.server-development.net,1.0,APPROVED
